symbol,name,raw_name,market,sector,theme,enabled,resolved,note
STLAM.MI,Stellantis,Stellantis,IT,Automotive,Autonomous Driving,false,unresolved,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live;country_market=IT;research_only;current_toss_live_support=KR_US_only
RACE.MI,Ferrari,Ferrari,IT,Automotive,Autonomous Driving,false,unresolved,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live;country_market=IT;research_only;current_toss_live_support=KR_US_only
CNHI.MI,CNH Industrial,CNH Industrial,IT,Industrial Automation,Robotics,false,unresolved,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live;country_market=IT;research_only;current_toss_live_support=KR_US_only
LDO.MI,Leonardo,Leonardo,IT,Defense,Defense,false,unresolved,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live;country_market=IT;research_only;current_toss_live_support=KR_US_only
FCT.MI,Fincantieri,Fincantieri,IT,Defense,Defense,false,unresolved,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live;country_market=IT;research_only;current_toss_live_support=KR_US_only
PRY.MI,Prysmian,Prysmian,IT,Metals & Mining,Copper,false,unresolved,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live;country_market=IT;research_only;current_toss_live_support=KR_US_only
STM.MI,STMicroelectronics,STMicroelectronics,IT,Semiconductor,Semiconductor,false,unresolved,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live;country_market=IT;research_only;current_toss_live_support=KR_US_only
AMP.MI,Amplifon,Amplifon,IT,Healthcare,Healthcare,false,unresolved,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live;country_market=IT;research_only;current_toss_live_support=KR_US_only
DIA.MI,DiaSorin,DiaSorin,IT,Healthcare,Biotech,false,unresolved,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live;country_market=IT;research_only;current_toss_live_support=KR_US_only
REC.MI,Recordati,Recordati,IT,Healthcare,Healthcare,false,unresolved,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live;country_market=IT;research_only;current_toss_live_support=KR_US_only
TEN.MI,Tenaris,Tenaris,IT,Resources,Resources,false,unresolved,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live;country_market=IT;research_only;current_toss_live_support=KR_US_only
BZU.MI,Buzzi,Buzzi,IT,Construction,Construction,false,unresolved,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live;country_market=IT;research_only;current_toss_live_support=KR_US_only
PIRC.MI,Pirelli,Pirelli,IT,Automotive,Autonomous Driving,false,unresolved,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live;country_market=IT;research_only;current_toss_live_support=KR_US_only
TIT.MI,Telecom Italia,Telecom Italia,IT,Telecommunication,Telecom,false,unresolved,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live;country_market=IT;research_only;current_toss_live_support=KR_US_only
INW.MI,Infrastrutture Wireless Italiane,Infrastrutture Wireless Italiane,IT,Telecommunication,Telecom,false,unresolved,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live;country_market=IT;research_only;current_toss_live_support=KR_US_only
MONC.MI,Moncler,Moncler,IT,Consumer,Consumer,false,unresolved,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live;country_market=IT;research_only;current_toss_live_support=KR_US_only
CPR.MI,Davide Campari-Milano,Davide Campari-Milano,IT,Consumer,Consumer,false,unresolved,seed_candidate;country=Italy;verify_with_toss_stock_info_before_live;country_market=IT;research_only;current_toss_live_support=KR_US_only
NOVN.SW,Novartis,Novartis,CH,Healthcare,Healthcare,false,unresolved,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live;country_market=CH;research_only;current_toss_live_support=KR_US_only
ROG.SW,Roche Holding,Roche Holding,CH,Healthcare,Biotech,false,unresolved,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live;country_market=CH;research_only;current_toss_live_support=KR_US_only
SANN.SW,Santhera Pharmaceuticals,Santhera Pharmaceuticals,CH,Healthcare,Biotech,false,unresolved,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live;country_market=CH;research_only;current_toss_live_support=KR_US_only
ABBN.SW,ABB,ABB,CH,Industrial Automation,Robotics,false,unresolved,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live;country_market=CH;research_only;current_toss_live_support=KR_US_only
LOGN.SW,Logitech International,Logitech International,CH,Technology,AI,false,unresolved,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live;country_market=CH;research_only;current_toss_live_support=KR_US_only
TEMN.SW,Temenos,Temenos,CH,Technology,AI,false,unresolved,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live;country_market=CH;research_only;current_toss_live_support=KR_US_only
SOON.SW,Sonova Holding,Sonova Holding,CH,Healthcare,Healthcare,false,unresolved,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live;country_market=CH;research_only;current_toss_live_support=KR_US_only
VATN.SW,VAT Group,VAT Group,CH,Semiconductor,Semiconductor,false,unresolved,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live;country_market=CH;research_only;current_toss_live_support=KR_US_only
AMS.SW,ams-OSRAM,ams-OSRAM,CH,Semiconductor,Semiconductor,false,unresolved,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live;country_market=CH;research_only;current_toss_live_support=KR_US_only
SLHN.SW,Swiss Life Holding,Swiss Life Holding,CH,Insurance,Insurance,false,unresolved,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live;country_market=CH;research_only;current_toss_live_support=KR_US_only
UBSG.SW,UBS Group,UBS Group,CH,Financial,Bank,false,unresolved,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live;country_market=CH;research_only;current_toss_live_support=KR_US_only
BAER.SW,Julius Baer Group,Julius Baer Group,CH,Financial,Bank,false,unresolved,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live;country_market=CH;research_only;current_toss_live_support=KR_US_only
CMBN.SW,Cembra Money Bank,Cembra Money Bank,CH,Financial,Bank,false,unresolved,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live;country_market=CH;research_only;current_toss_live_support=KR_US_only
ZURN.SW,Zurich Insurance Group,Zurich Insurance Group,CH,Insurance,Insurance,false,unresolved,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live;country_market=CH;research_only;current_toss_live_support=KR_US_only
SREN.SW,Swiss Re,Swiss Re,CH,Insurance,Insurance,false,unresolved,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live;country_market=CH;research_only;current_toss_live_support=KR_US_only
SIKA.SW,Sika,Sika,CH,Construction,Construction,false,unresolved,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live;country_market=CH;research_only;current_toss_live_support=KR_US_only
HOLN.SW,Holcim,Holcim,CH,Construction,Construction,false,unresolved,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live;country_market=CH;research_only;current_toss_live_support=KR_US_only
GEBN.SW,Geberit,Geberit,CH,Construction,Construction,false,unresolved,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live;country_market=CH;research_only;current_toss_live_support=KR_US_only
SCHN.SW,Schindler Holding,Schindler Holding,CH,Construction,Construction,false,unresolved,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live;country_market=CH;research_only;current_toss_live_support=KR_US_only
BKW.SW,BKW,BKW,CH,Renewable Energy,Renewable Energy,false,unresolved,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live;country_market=CH;research_only;current_toss_live_support=KR_US_only
LONN.SW,Lonza Group,Lonza Group,CH,Healthcare,Biotech,false,unresolved,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live;country_market=CH;research_only;current_toss_live_support=KR_US_only
SGSN.SW,SGS,SGS,CH,Environmental Services,Green,false,unresolved,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live;country_market=CH;research_only;current_toss_live_support=KR_US_only
GIVN.SW,Givaudan,Givaudan,CH,Healthcare,Healthcare,false,unresolved,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live;country_market=CH;research_only;current_toss_live_support=KR_US_only
PGHN.SW,Partners Group Holding,Partners Group Holding,CH,Financial,Bank,false,unresolved,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live;country_market=CH;research_only;current_toss_live_support=KR_US_only
ALC.SW,Alcon,Alcon,CH,Healthcare,Healthcare,false,unresolved,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live;country_market=CH;research_only;current_toss_live_support=KR_US_only
NESN.SW,Nestle,Nestle,CH,Consumer,Consumer,false,unresolved,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live;country_market=CH;research_only;current_toss_live_support=KR_US_only
CFR.SW,Compagnie Financiere Richemont,Compagnie Financiere Richemont,CH,Consumer,Consumer,false,unresolved,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live;country_market=CH;research_only;current_toss_live_support=KR_US_only
UHR.SW,The Swatch Group,The Swatch Group,CH,Consumer,Consumer,false,unresolved,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live;country_market=CH;research_only;current_toss_live_support=KR_US_only
BARN.SW,Barry Callebaut,Barry Callebaut,CH,Consumer,Consumer,false,unresolved,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live;country_market=CH;research_only;current_toss_live_support=KR_US_only
BEAN.SW,Belimo Holding,Belimo Holding,CH,Environmental Services,Green,false,unresolved,seed_candidate;country=Switzerland;verify_with_toss_stock_info_before_live;country_market=CH;research_only;current_toss_live_support=KR_US_only
RY.TO,Royal Bank of Canada,Royal Bank of Canada,CA,Financial,Bank,false,unresolved,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live;country_market=CA;research_only;current_toss_live_support=KR_US_only
TD.TO,Toronto-Dominion Bank,Toronto-Dominion Bank,CA,Financial,Bank,false,unresolved,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live;country_market=CA;research_only;current_toss_live_support=KR_US_only
BMO.TO,Bank of Montreal,Bank of Montreal,CA,Financial,Bank,false,unresolved,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live;country_market=CA;research_only;current_toss_live_support=KR_US_only
BNS.TO,Bank of Nova Scotia,Bank of Nova Scotia,CA,Financial,Bank,false,unresolved,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live;country_market=CA;research_only;current_toss_live_support=KR_US_only
CM.TO,Canadian Imperial Bank of Commerce,Canadian Imperial Bank of Commerce,CA,Financial,Bank,false,unresolved,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live;country_market=CA;research_only;current_toss_live_support=KR_US_only
NA.TO,National Bank of Canada,National Bank of Canada,CA,Financial,Bank,false,unresolved,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live;country_market=CA;research_only;current_toss_live_support=KR_US_only
SHOP.TO,Shopify,Shopify,CA,Technology,AI,false,unresolved,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live;country_market=CA;research_only;current_toss_live_support=KR_US_only
CSU.TO,Constellation Software,Constellation Software,CA,Technology,AI,false,unresolved,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live;country_market=CA;research_only;current_toss_live_support=KR_US_only
TRI.TO,Thomson Reuters,Thomson Reuters,CA,Technology,AI,false,unresolved,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live;country_market=CA;research_only;current_toss_live_support=KR_US_only
OTEX.TO,Open Text,Open Text,CA,Technology,AI,false,unresolved,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live;country_market=CA;research_only;current_toss_live_support=KR_US_only
ENB.TO,Enbridge,Enbridge,CA,Energy,Energy,false,unresolved,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live;country_market=CA;research_only;current_toss_live_support=KR_US_only
TRP.TO,TC Energy,TC Energy,CA,Energy,Energy,false,unresolved,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live;country_market=CA;research_only;current_toss_live_support=KR_US_only
CNQ.TO,Canadian Natural Resources,Canadian Natural Resources,CA,Energy,Energy,false,unresolved,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live;country_market=CA;research_only;current_toss_live_support=KR_US_only
SU.TO,Suncor Energy,Suncor Energy,CA,Energy,Energy,false,unresolved,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live;country_market=CA;research_only;current_toss_live_support=KR_US_only
CVE.TO,Cenovus Energy,Cenovus Energy,CA,Energy,Energy,false,unresolved,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live;country_market=CA;research_only;current_toss_live_support=KR_US_only
CCO.TO,Cameco,Cameco,CA,Resources,Resources,false,unresolved,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live;country_market=CA;research_only;current_toss_live_support=KR_US_only
NTR.TO,Nutrien,Nutrien,CA,Resources,Resources,false,unresolved,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live;country_market=CA;research_only;current_toss_live_support=KR_US_only
TECK.B.TO,Teck Resources,Teck Resources,CA,Metals & Mining,Copper,false,unresolved,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live;country_market=CA;research_only;current_toss_live_support=KR_US_only
FM.TO,First Quantum Minerals,First Quantum Minerals,CA,Metals & Mining,Copper,false,unresolved,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live;country_market=CA;research_only;current_toss_live_support=KR_US_only
WPM.TO,Wheaton Precious Metals,Wheaton Precious Metals,CA,Resources,Resources,false,unresolved,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live;country_market=CA;research_only;current_toss_live_support=KR_US_only
AEM.TO,Agnico Eagle Mines,Agnico Eagle Mines,CA,Resources,Resources,false,unresolved,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live;country_market=CA;research_only;current_toss_live_support=KR_US_only
ABX.TO,Barrick Gold,Barrick Gold,CA,Resources,Resources,false,unresolved,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live;country_market=CA;research_only;current_toss_live_support=KR_US_only
CP.TO,Canadian Pacific Kansas City,Canadian Pacific Kansas City,CA,Transportation,Logistics,false,unresolved,seed_candidate;country=Canada;verify_with_toss_stock_info_before_live;country_market=CA;research_only;current_toss_live_support=KR_US_only
